id,created_at,favorite_count,favorited,is_quote_status,lang,retweet_count,source,text,truncated,entities_user_mentions_0_screen_name,entities_user_mentions_0_name,entities_user_mentions_0_id,entities_user_mentions_0_id_str,entities_user_mentions_0_indices_0,entities_user_mentions_0_indices_1,entities_user_mentions_1_screen_name,entities_user_mentions_1_name,entities_user_mentions_1_id,entities_user_mentions_1_id_str,entities_user_mentions_1_indices_0,entities_user_mentions_1_indices_1,entities_media_0_id,entities_media_0_id_str,entities_media_0_indices_0,entities_media_0_indices_1,entities_media_0_media_url,entities_media_0_media_url_https,entities_media_0_url,entities_media_0_display_url,entities_media_0_expanded_url,entities_media_0_type,entities_media_0_sizes_thumb_w,entities_media_0_sizes_thumb_h,entities_media_0_sizes_thumb_resize,entities_media_0_sizes_medium_w,entities_media_0_sizes_medium_h,entities_media_0_sizes_medium_resize,entities_media_0_sizes_small_w,entities_media_0_sizes_small_h,entities_media_0_sizes_small_resize,entities_media_0_sizes_large_w,entities_media_0_sizes_large_h,entities_media_0_sizes_large_resize,entities_media_0_source_status_id,entities_media_0_source_status_id_str,entities_media_0_source_user_id,entities_media_0_source_user_id_str,entities_user_mentions_2_screen_name,entities_user_mentions_2_name,entities_user_mentions_2_id,entities_user_mentions_2_id_str,entities_user_mentions_2_indices_0,entities_user_mentions_2_indices_1,entities_user_mentions_3_screen_name,entities_user_mentions_3_name,entities_user_mentions_3_id,entities_user_mentions_3_id_str,entities_user_mentions_3_indices_0,entities_user_mentions_3_indices_1,entities_urls_0_url,entities_urls_0_expanded_url,entities_urls_0_display_url,entities_urls_0_indices_0,entities_urls_0_indices_1,entities_hashtags_0_text,entities_hashtags_0_indices_0,entities_hashtags_0_indices_1,entities_hashtags_1_text,entities_hashtags_1_indices_0,entities_hashtags_1_indices_1,entities_user_mentions_4_screen_name,entities_user_mentions_4_name,entities_user_mentions_4_id,entities_user_mentions_4_id_str,entities_user_mentions_4_indices_0,entities_user_mentions_4_indices_1,entities_user_mentions_5_screen_name,entities_user_mentions_5_name,entities_user_mentions_5_id,entities_user_mentions_5_id_str,entities_user_mentions_5_indices_0,entities_user_mentions_5_indices_1,entities_user_mentions_6_screen_name,entities_user_mentions_6_name,entities_user_mentions_6_id,entities_user_mentions_6_id_str,entities_user_mentions_6_indices_0,entities_user_mentions_6_indices_1,entities_user_mentions_7_screen_name,entities_user_mentions_7_name,entities_user_mentions_7_id,entities_user_mentions_7_id_str,entities_user_mentions_7_indices_0,entities_user_mentions_7_indices_1,entities_urls_1_url,entities_urls_1_expanded_url,entities_urls_1_display_url,entities_urls_1_indices_0,entities_urls_1_indices_1,entities_hashtags_2_text,entities_hashtags_2_indices_0,entities_hashtags_2_indices_1,entities_hashtags_3_text,entities_hashtags_3_indices_0,entities_hashtags_3_indices_1,entities_hashtags_4_text,entities_hashtags_4_indices_0,entities_hashtags_4_indices_1,entities_hashtags_5_text,entities_hashtags_5_indices_0,entities_hashtags_5_indices_1,entities_hashtags_6_text,entities_hashtags_6_indices_0,entities_hashtags_6_indices_1,entities_hashtags_7_text,entities_hashtags_7_indices_0,entities_hashtags_7_indices_1,entities_hashtags_8_text,entities_hashtags_8_indices_0,entities_hashtags_8_indices_1,entities_hashtags_9_text,entities_hashtags_9_indices_0,entities_hashtags_9_indices_1,entities_hashtags_10_text,entities_hashtags_10_indices_0,entities_hashtags_10_indices_1,entities_hashtags_11_text,entities_hashtags_11_indices_0,entities_hashtags_11_indices_1
1.64e+18,Fri Apr 07 20:16:57 +0000 2023,0,False,False,en,218,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TexasFootball: Had the whole offense hyped (even Bijan)

@RedSavion https://t.co/qzaalwYHj5",False,TexasFootball,Texas Football,34286487.0,34286487,3.0,17.0,RedSavion,Savion Red,9.696527364374241e+17,969652736437424131,61.0,71.0,1.6444253277231268e+18,1644425327723126784,72.0,95.0,http://pbs.twimg.com/ext_tw_video_thumb/1644425327723126784/pu/img/waEBtCFBT2HufFby.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1644425327723126784/pu/img/waEBtCFBT2HufFby.jpg,https://t.co/qzaalwYHj5,pic.twitter.com/qzaalwYHj5,https://twitter.com/TexasFootball/status/1644426130970103810/video/1,photo,150.0,150.0,crop,1200.0,675.0,fit,680.0,383.0,fit,1984.0,1116.0,fit,1.6444261309701038e+18,1644426130970103810,34286487.0,34286487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63e+18,Tue Mar 07 22:32:06 +0000 2023,0,False,False,en,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @UT_Mangler: This is a problem. 😡 https://t.co/gPIVLUIjx1,False,UT_Mangler,UT Mangler,2309398489.0,2309398489,3.0,14.0,,,,,,,1.6329223420693545e+18,1632922342069354496,37.0,60.0,http://pbs.twimg.com/media/FqlON_DXwAAVzOX.jpg,https://pbs.twimg.com/media/FqlON_DXwAAVzOX.jpg,https://t.co/gPIVLUIjx1,pic.twitter.com/gPIVLUIjx1,https://twitter.com/UT_Mangler/status/1632922349061263361/photo/1,photo,150.0,150.0,crop,1125.0,1023.0,fit,680.0,618.0,fit,1125.0,1023.0,fit,1.6329223490612634e+18,1632922349061263361,2309398489.0,2309398489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2e+18,Mon Nov 18 13:01:51 +0000 2019,382,False,False,en,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@tookishheart It's live now! Sorry about the wait!,False,tookishheart,liss,2286874259.0,2286874259,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.15e+18,Tue Jul 16 21:18:36 +0000 2019,0,False,False,en,53,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @Saxs: Had a great time with @dantdm @GrianMC and @ThatMumboJumbo this weekend. Their videos make me so happy! Thanks guys for being ama…,False,Saxs,Saxs,16266012.0,16266012,3.0,8.0,dantdm,ᴅᴀɴᴛᴅᴍ💎,730875392.0,730875392,32.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,GrianMC,Grian,1679822588.0,1679822588,40.0,48.0,ThatMumboJumbo,Mumbo Jumbo,542139063.0,542139063,53.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.65e+18,Tue Apr 11 03:20:37 +0000 2023,6,False,False,en,1,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Learning to Detect Touches on Cluttered Tables

abs: https://t.co/Df8IzleLc7 https://t.co/uQBC5nYfs0",False,,,,,,,,,,,,,1.6456278301417021e+18,1645627830141702146,77.0,100.0,http://pbs.twimg.com/ext_tw_video_thumb/1645627830141702146/pu/img/wJdt8mowZNAbydj4.jpg,https://pbs.twimg.com/ext_tw_video_thumb/1645627830141702146/pu/img/wJdt8mowZNAbydj4.jpg,https://t.co/uQBC5nYfs0,pic.twitter.com/uQBC5nYfs0,https://twitter.com/_akhaliq/status/1645627888157294593/video/1,photo,150.0,150.0,crop,1200.0,675.0,fit,680.0,383.0,fit,1280.0,720.0,fit,,,,,,,,,,,,,,,,,https://t.co/Df8IzleLc7,https://arxiv.org/abs/2304.04687,arxiv.org/abs/2304.04687,53.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.62e+18,Tue Feb 07 13:36:29 +0000 2023,0,False,False,en,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Businesses should always remember that it’s not always about how much data you have, but what you do with it.

To l… https://t.co/21b4sjC73g",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/21b4sjC73g,https://twitter.com/i/web/status/1622952440059551746,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61e+18,Wed Jan 11 05:00:03 +0000 2023,0,False,False,en,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vehicles are at risk of breakdown at any time. With costly repairs involved, logistics companies employ predictive… https://t.co/Hv7LgTbnmA",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/Hv7LgTbnmA,https://twitter.com/i/web/status/1613038004398100480,twitter.com/i/web/status/1…,116.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6e+18,Wed Dec 07 07:20:09 +0000 2022,0,False,False,en,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Data analytics such as predictive analytics, and prescriptive analytics allow companies to manually test out a mult… https://t.co/tBvWIdThDk",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/tBvWIdThDk,https://twitter.com/i/web/status/1600389686736084992,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59e+18,Fri Nov 11 01:09:19 +0000 2022,7,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ABCNews4 Unprecedented level of hubris to think humans have any control over the planet’s climate,False,ABCNews4,ABC News 4,15109904.0,15109904,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.52e+18,Sat May 07 19:51:39 +0000 2022,0,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ChrisMuellerPGH Weegie Thompson,False,ChrisMuellerPGH,Chris Mueller,19201348.0,19201348,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49e+18,Sat Jan 22 22:44:50 +0000 2022,0,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ThePoniExpress Yes. The Steelers used to be the standard to which the rest of the division measured themselves.,False,ThePoniExpress,Andrew Fillipponi,328797181.0,328797181,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48e+18,Sat Jan 22 13:20:07 +0000 2022,1,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@KDKA Pretty sure this is how the next pandemic begins,False,KDKA,KDKA,14085099.0,14085099,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.24e+18,Fri Mar 27 00:14:50 +0000 2020,8,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Thanks @davematthewsbnd PayItForwardLIVE https://t.co/r4DaHpaUJG,False,davematthewsbnd,Dave Matthews Band,44030337.0,44030337,8.0,24.0,,,,,,,1.2433305819304223e+18,1243330581930422277,42.0,65.0,http://pbs.twimg.com/media/EUEyk6pXsAU8spx.jpg,https://pbs.twimg.com/media/EUEyk6pXsAU8spx.jpg,https://t.co/r4DaHpaUJG,pic.twitter.com/r4DaHpaUJG,https://twitter.com/somedevil8498/status/1243330602104954882/photo/1,photo,150.0,150.0,crop,900.0,1200.0,fit,510.0,680.0,fit,1536.0,2048.0,fit,,,,,,,,,,,,,,,,,,,,,,Thanks,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58e+18,Sat Oct 22 06:58:57 +0000 2022,1,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Abhishekkar_ If you really want to gamble, gamble only with one lot. Hero Zero!",False,Abhishekkar_,Abhishek Kar,2391945348.0,2391945348,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57e+18,Sat Sep 24 13:40:39 +0000 2022,0,False,False,en,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CinemasManas still available?,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56e+18,Wed Aug 17 13:11:33 +0000 2022,0,False,False,en,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@iamRashmika whoever loses doesn't blink for eternity 🤩🫶,False,iamRashmika,Rashmika Mandanna,7.220674856132772e+17,722067485613277186,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.51e+18,Thu Apr 14 09:38:41 +0000 2022,0,False,False,en,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DaleSteyn62 have u felt the pain of not reaching 500 wickets in Test cricket? I have. I still think you could've e… https://t.co/2IcZkbnTfS,True,DaleSteyn62,Dale Steyn,168606635.0,168606635,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/2IcZkbnTfS,https://twitter.com/i/web/status/1514538625484357635,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.45e+18,Sun Oct 17 17:42:22 +0000 2021,0,False,False,en,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@KeerthyOfficial Happy birthday Keethuu ❤️!!! Infinite wishes to a beautiful soul from a tiny ♥️. even if u haven't… https://t.co/3hbwNmHD95,True,KeerthyOfficial,Keerthy Suresh,4210945993.0,4210945993,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/3hbwNmHD95,https://twitter.com/i/web/status/1449792919032848385,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36e+18,Wed Feb 17 14:45:34 +0000 2021,0,False,False,en,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@iamRashmika mam, u steal my glance in every outfit (traditional or modern), but being simple nd class is something… https://t.co/27FdbfpW9t",True,iamRashmika,Rashmika Mandanna,7.220674856132772e+17,722067485613277186,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/27FdbfpW9t,https://twitter.com/i/web/status/1362050560854089732,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.97e+17,Sun Aug 13 16:06:40 +0000 2017,0,False,False,en,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@Maisie_Williams lots of love from Indian fan,False,Maisie_Williams,Maisie Williams,101798589.0,101798589,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.91e+17,Sat Jul 29 22:59:32 +0000 2017,0,False,False,en,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@Maisie_Williams loved ur acting.looking forward for more!!!😳,False,Maisie_Williams,Maisie Williams,101798589.0,101798589,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.89e+17,Sat Jul 22 12:41:09 +0000 2017,0,False,False,en,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@Maisie_Williams can't stop myself from tweeting dear. delight to watch u. S06 finished.,False,Maisie_Williams,Maisie Williams,101798589.0,101798589,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47e+18,Sun Dec 12 11:52:43 +0000 2021,0,False,False,en,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AndreBarrette1: Bringing Dead Batteries Back To Life Is Simple!
 Save Money And NEVER Buy A New Battery Again
 https://t.co/Piy8MHTXeZ…",False,AndreBarrette1,Andre Barrette😎🏆💲,593658151.0,593658151,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/Piy8MHTXeZ,http://bit.ly/2T3mNi6,bit.ly/2T3mNi6,115.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38e+18,Sun Apr 18 09:37:16 +0000 2021,6,False,False,en,1,"<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>",Free Mini-Course [The Six Video Components]: The Replay of a 7-Day Mentorship Program that taught how to create a B… https://t.co/i82b0BUJ1Z,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/i82b0BUJ1Z,https://twitter.com/i/web/status/1383716247179710465,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54e+18,Wed Jun 29 05:05:01 +0000 2022,2,False,False,en,0,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Cool down those Summer rays with our Cool Cafe Blues, transporting you to the vibrant streets of New Orleans with h… https://t.co/guyx3hYCqS",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/guyx3hYCqS,https://twitter.com/i/web/status/1542011230805803008,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44e+18,Wed Sep 08 04:44:29 +0000 2021,3,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wow I joined 12 years ago but only tweeted a total of 6 times 🙃#MyTwitterAnniversary https://t.co/VKFApZN8ex,False,,,,,,,,,,,,,1.4354640216295506e+18,1435464021629550596,85.0,108.0,http://pbs.twimg.com/media/E-vK7BkVQAQXULy.jpg,https://pbs.twimg.com/media/E-vK7BkVQAQXULy.jpg,https://t.co/VKFApZN8ex,pic.twitter.com/VKFApZN8ex,https://twitter.com/victoriasaidhi/status/1435464031372931072/photo/1,photo,150.0,150.0,crop,1200.0,675.0,fit,680.0,383.0,fit,1920.0,1080.0,fit,,,,,,,,,,,,,,,,,,,,,,MyTwitterAnniversary,63.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.34e+18,Tue Dec 29 21:24:54 +0000 2020,0,False,False,en,412,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @karpathy: ""Do You Love Me?"" new Boston Dynamics video 🤖 https://t.co/rF12KygHLS",False,karpathy,Andrej Karpathy,33836629.0,33836629,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/rF12KygHLS,https://youtu.be/fn3KWM1kuAw,youtu.be/fn3KWM1kuAw,60.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3e+18,Sat Sep 12 03:52:36 +0000 2020,0,False,False,en,2006,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @markgurman: Here’s your Apple Mask unboxing… unsurprisingly like any other Apple product. https://t.co/Ff0d9nQ6kl https://t.co/9TLQs0V6…,False,markgurman,Mark Gurman,15958614.0,15958614,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/Ff0d9nQ6kl,https://www.bloomberg.com/news/articles/2020-09-09/apple-design-teams-develop-special-face-masks-for-employees?sref=9hGJlFio,bloomberg.com/news/articles/…,94.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.29e+18,Sun Aug 02 20:08:03 +0000 2020,1,False,True,in,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Alohomora! https://t.co/guOs7A22nx,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/guOs7A22nx,https://twitter.com/NASA/status/1290016005343846401,twitter.com/NASA/status/12…,11.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.27e+18,Tue May 26 19:29:03 +0000 2020,1,False,False,en,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Try to get on planning calls with the team’s PMs and just listen (even as background). This helps to understand how… https://t.co/raPCzEx1E4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/raPCzEx1E4,https://twitter.com/i/web/status/1265364345262796800,twitter.com/i/web/status/1…,117.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53e+18,Tue May 31 23:15:00 +0000 2022,0,False,False,qme,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@RottenTomatoes https://t.co/1D2ekpbFVO,False,RottenTomatoes,Rotten Tomatoes,20108560.0,20108560,0.0,15.0,,,,,,,1.5317762809575342e+18,1531776280957534208,16.0,39.0,http://pbs.twimg.com/tweet_video_thumb/FUH2aW3XwAA4Ute.jpg,https://pbs.twimg.com/tweet_video_thumb/FUH2aW3XwAA4Ute.jpg,https://t.co/1D2ekpbFVO,pic.twitter.com/1D2ekpbFVO,https://twitter.com/LadyTate76/status/1531776287315984391/photo/1,photo,150.0,150.0,crop,480.0,270.0,fit,480.0,270.0,fit,480.0,270.0,fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.46e+18,Sat Nov 20 23:33:30 +0000 2021,1,False,False,qme,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@DanRather https://t.co/f7tvq47jj3,False,DanRather,Dan Rather,36711022.0,36711022,0.0,10.0,,,,,,,1.4622024664732918e+18,1462202466473291781,11.0,34.0,http://pbs.twimg.com/media/FErJZWvXMAUUlyI.jpg,https://pbs.twimg.com/media/FErJZWvXMAUUlyI.jpg,https://t.co/f7tvq47jj3,pic.twitter.com/f7tvq47jj3,https://twitter.com/LadyTate76/status/1462202472987074563/photo/1,photo,150.0,150.0,crop,900.0,1200.0,fit,510.0,680.0,fit,1536.0,2048.0,fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28e+18,Sat Jul 11 12:34:17 +0000 2020,0,False,False,de,67,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AuswaertigesAmt: ""Am heutigen Tag sind wir mit unseren Herzen und unseren Gedanken bei den Opfern des Völkermords von Srebrenica und ih…",False,AuswaertigesAmt,Auswärtiges Amt,273468342.0,273468342,3.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.19e+18,Fri Nov 01 18:27:02 +0000 2019,0,False,False,de,8,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @martin_zwickel: Inspiriert durch einen Bericht in der @lto_de haben wir an der @UniFAU die Videokorrektur juristischer Klausuren getest…,False,martin_zwickel,Martin Zwickel,9.054847652850278e+17,905484765285027841,3.0,18.0,lto_de,Legal Tribune Online,130757616.0,130757616,58.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,UniFAU,FAU Erlangen-Nbg,96097812.0,96097812,83.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02e+18,Sat Jul 28 19:41:32 +0000 2018,0,False,False,de,1075,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @dunjahayali: jetzt also #metwo. und was passiert? wir diskutieren, dass nicht alle in 🇩🇪 rassisten sind.
a) behauptet das niemand und
b…",False,dunjahayali,Dunja Hayali,1107268454.0,1107268454,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metwo,28.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
